title,price,link,discount,saled
"Nước Tẩy Trang Acniver Chiết Xuất Thành Phần Tự Nhiên Giúp Làm Sạch Da, Loại Bỏ Bụi Bẩn, bã Nhờn, Lớp Trang Điểm Tế Bào Da Chết, Làm Thoáng Lỗ Chân Lông, Duy Trì Độ Âm Tự Nhiên Chai 150ml",180.000₫,https://tiki.vn/nuoc-tay-trang-acniver-chiet-xuat-thanh-phan-tu-nhien-giup-lam-sach-da-loai-bo-bui-ban-ba-nhon-lop-trang-diem-te-bao-da-chet-lam-thoang-lo-chan-long-duy-tri-do-am-tu-nhien-chai-150ml-p272661411.html?spid=272661412,18%,
Sữa Chống Nắng La Roche-Posay Dành Cho Da Dầu Mụn Anthelios UVMUNE 400 Oil Control Fluid 50ml,505.000₫,https://tiki.vn/sua-chong-nang-la-roche-posay-danh-cho-da-dau-mun-anthelios-uvmune-400-oil-control-fluid-50ml-p272655206.html?spid=272655207,6%,
"Kem Nám Nhân Sâm Yose , trắng da - mờ thâm sạm - nám và tàn nhang",450.000₫,https://tiki.vn/kem-nam-nhan-sam-yose-tra-ng-da-mo-tham-sa-m-na-m-va-ta-n-nhang-p272649584.html?spid=272649586,%,
BeautyMed IZA Cream Gel - Kem Dưỡng Dạng Gel Cho Da Dầu Mụn | Kelly Beauty,127.700₫,https://tiki.vn/beautymed-iza-cream-gel-kem-duong-dang-gel-cho-da-dau-mun-kelly-beauty-p272645840.html?spid=272645841,10%,
Sữa Rửa Mặt Gatsby Facial Wash Perfect Scrub Siêu Sạch 130g,70.000₫,https://tiki.vn/sua-rua-mat-gatsby-facial-wash-perfect-scrub-sieu-sach-130g-p272645692.html?spid=272645693,%,
Bọt Rửa Mặt Bifesta Foaming Whip Moist 180g,168.000₫,https://tiki.vn/bot-rua-mat-bifesta-foaming-whip-moist-180g-p272645686.html?spid=272645687,%,
Bọt Rửa Mặt Bifesta Foaming Whip Acne Care FD 180g,168.000₫,https://tiki.vn/bot-rua-mat-bifesta-foaming-whip-acne-care-fd-180g-p272645678.html?spid=272645679,%,
Bọt Rửa Mặt Bifesta Foaming Whip Brightup 180g,168.000₫,https://tiki.vn/bot-rua-mat-bifesta-foaming-whip-brightup-180g-p272645674.html?spid=272645675,%,
"Sữa rửa mặt khô dạng hạt YOSE , sát khuẩn - chống viêm - giảm nhờn",350.000₫,https://tiki.vn/su-a-ru-a-ma-t-kho-dang-hat-yose-sat-khuan-chong-viem-giam-nhon-p272645422.html?spid=272645426,%,
BeautyMed IZA Serum - Tinh Chất Giảm và Ngăn Ngừa Mụn | Kelly Beauty,972.000₫,https://tiki.vn/beautymed-iza-serum-tinh-chat-giam-va-ngan-ngua-mun-kelly-beauty-p272623590.html?spid=272623591,10%,
"Mặt nạ ngải cứu ( 1 miếng ), trị mụn - giảm thâm - chống lão hóa",70.000₫,https://tiki.vn/mat-na-ngai-cuu-1-mieng-tri-mun-giam-tham-chong-lao-hoa-p272620322.html?spid=272620323,%,Đã bán 4
[Made in Japan] Khăn ướt chăm sóc da Fressi Care Cool gói 10 miếng,6.100₫,https://tiki.vn/made-in-japan-khan-uot-cham-soc-da-fressi-care-cool-goi-10-mieng-p272619607.html?spid=272619608,9%,Đã bán 145
[HSD 04/24] Kem dưỡng sáng da nâng tông chiết xuất nghệ tây Himalaya Natural Glow Saffron Face Cream 25g,80.000₫,https://tiki.vn/qua-tang-khong-ban-kem-duong-sang-da-nang-tong-chiet-xuat-nghe-tay-himalaya-natural-glow-saffron-face-cream-25g-p272618920.html?spid=272618921,%,
Nước Thần Cấp Ẩm Cân Bằng PH Calliané Toner (120ml),385.000₫,https://tiki.vn/nuoc-than-cap-am-can-bang-ph-120ml-p272349061.html?spid=272349062,%,
"Tinh chất Retinol Zakka Naturals dành cho da dầu, mụn - Acnetinol 30ml",850.000₫,https://tiki.vn/tinh-chat-retinol-zakka-naturals-danh-cho-da-dau-mun-acnetinol-30ml-p272617816.html?spid=272617817,%,Đã bán 1
Gel Rửa Mặt Bioderma Sébium Moussant Tạo Bọt Dành Cho Da Hỗn Hợp Và Da Dầu 200ml,244.000₫,https://tiki.vn/gel-rua-mat-bioderma-sebium-moussant-tao-bot-danh-cho-da-hon-hop-va-da-dau-200ml-p272450599.html?spid=272450600,25%,Đã bán 2
Kem Dưỡng Ngày Bio Essence Bio White Pro Whitening Day Cream SPF20 PA++ 50g,415.000₫,https://tiki.vn/kem-duong-ngay-bio-essence-bio-white-pro-whitening-day-cream-spf20-pa-50g-p272616395.html?spid=272616396,20%,
Kem Giảm Nám Bio Essence Bio White Pro Whitening Spot Corrector 25g,335.000₫,https://tiki.vn/kem-giam-nam-bio-essence-bio-white-pro-whitening-spot-corrector-25g-p272616393.html?spid=272616394,25%,
Kem Chống Nắng Bio Essence Bio White Pro Whitening Sunscreen SPF50 PA+++ 40g,175.000₫,https://tiki.vn/kem-chong-nang-bio-essence-bio-white-pro-whitening-sunscreen-spf50-pa-40g-p272616397.html?spid=272616398,30%,
"MINI SIZE - Sữa chống nắng bí đao - Ráo mịn tự nhiên SPF 50+, UVA-PF 62.6 Cocooon 15ml",155.000₫,https://tiki.vn/mini-size-sua-chong-nang-bi-dao-quang-pho-rong-bao-ve-rat-cao-spf-50-pa-uva-pf-62-6-cocoon-15ml-p272616417.html?spid=272616418,%,Đã bán 2
Kem Chống Nắng Thể Thao Banana Boat SPF50 90ml,170.000₫,https://tiki.vn/kem-chong-nang-the-thao-banana-boat-spf50-90ml-p272616386.html?spid=272616388,%,
Sáp Chống Nắng Cell Fusion C Aquatica Stick Sunscreen 100 SPF50+ PA++++ 19g,475.000₫,https://tiki.vn/sap-chong-nang-cell-fusion-c-aquatica-stick-sunscreen-100-spf50-pa-19g-p272616380.html?spid=272616382,14%,
Sữa Chống Nắng Acnes Ngăn Ngừa Mụn Blemish Control Sunscreen SPF50+ PA++++ 50g,148.000₫,https://tiki.vn/sua-chong-nang-acnes-ngan-ngua-mun-blemish-control-sunscreen-spf50-pa-50g-p272616359.html?spid=272616360,%,
"Nước Tẩy Trang B5 Làm Sạch Sâu, Dịu Nhẹ cho da nhạy cảm, không cồn, không cay mắt - Calming Micellar Water GUO",59.000₫,https://tiki.vn/nuoc-tay-trang-b5-lam-sach-sau-diu-nhe-cho-da-nhay-cam-khong-con-khong-cay-mat-calming-micellar-water-guo-p272605523.html?spid=272605527,28%,Đã bán 2
Kem Dưỡng La Roche Posay Cicaplast B5 Ultra Repair 40ml,365.000₫,https://tiki.vn/kem-duong-la-roche-posay-cicaplast-b5-ultra-repair-40ml-p272596525.html?spid=272596526,%,
"Sữa chống nắng bí đao - Ráo mịn tự nhiên SPF 50+, UVA-PF 62.6 Cocooon 50ml",395.000₫,https://tiki.vn/sua-chong-nang-bi-dao-quang-pho-rong-bao-ve-rat-cao-spf-50-pa-uva-pf-62-6-cocoon-50ml-p272595224.html?spid=272595225,%,Đã bán 2
Serum Dưỡng Mắt La Roche-Posay Hyalu B5 Yeux Anti-Rides 15ml,650.000₫,https://tiki.vn/serum-duong-mat-la-roche-posay-hyalu-b5-yeux-anti-rides-15ml-p272564933.html?spid=272564934,%,
"Serum Nám Da ABERA - Mờ Nám Hiệu Quả, Dưỡng Trắng Da, Phục Hồi Làn Da Sáng Mịn Không Tì Vết",299.000₫,https://tiki.vn/serum-nam-da-abera-mo-nam-hieu-qua-trang-da-lan-da-sang-min-khong-ti-vet-p272563931.html?spid=272563932,25%,
"Mặt nạ tế bào nano 3 màu YOSE , dưỡng ẩm - tái tạo - sáng mịn da, hộp 6 miếng",360.000₫,https://tiki.vn/mat-na-te-bao-nano-3-mau-yose-duong-am-tai-tao-sang-min-da-hop-6-mieng-p272556508.html?spid=272556510,%,
[07/24] KHĂN ƯỚT TẨY TRANG KHÔNG CHỨA CỒN CHIẾT XUẤT LÁ NEEM HIMALAYA PURIFYING NEEM FACIAL WIPES,95.480₫,https://tiki.vn/khan-uot-tay-trang-khong-chua-con-chiet-xuat-la-neem-himalaya-purifying-neem-facial-wipes-25-to-p272556609.html?spid=272556610,%,
Tinh Chất Dermaction Plus By Watsons Anti-Ageing Serum In Oil Ngăn Lão Hóa 28ml,354.000₫,https://tiki.vn/tinh-chat-dermaction-plus-by-watsons-anti-ageing-serum-in-oil-ngan-lao-hoa-28ml-p271383149.html?spid=271383150,40%,
Sữa Rửa Mặt Bio Essence Bio-White Pro Whitening Cleanser 100g,135.000₫,https://tiki.vn/sua-rua-mat-bio-essence-bio-white-pro-whitening-cleanser-100g-p272555876.html?spid=272555877,23%,
Combo La Roche Posay Effaclar (Micella Water 400ml + Purifying Foaming Gel 50ml),445.000₫,https://tiki.vn/combo-la-roche-posay-effaclar-micella-water-400ml-purifying-foaming-gel-50ml-p272555892.html?spid=272555893,10%,
Kem Chống Nắng Bật Tone Da Cell Fusion C Brightening Tone Up Sunscreen 100 SPF50+ PA++++ 35ml,315.000₫,https://tiki.vn/kem-chong-nang-bat-tone-da-cell-fusion-c-brightening-tone-up-sunscreen-100-spf50-pa-35ml-p272555900.html?spid=272555901,10%,
Kem Chống Nắng Cell Fusion C Derma Relief Sunscreen 100 SPF50+ PA++++ 35ml,315.000₫,https://tiki.vn/kem-chong-nang-cell-fusion-c-derma-relief-sunscreen-100-spf50-pa-35ml-p272555884.html?spid=272555885,10%,
Kem Chống Nắng Cell Fusion C Aquatica Sunscreen 100 SPF50+ PA++++ 10ml,99.000₫,https://tiki.vn/kem-chong-nang-cell-fusion-c-aquatica-sunscreen-100-spf50-pa-10ml-p272555888.html?spid=272555889,29%,
"Mặt nạ da sinh học YOSE AQUA HYDRO EX siêu CẤP NƯỚC cho da dịu mát, trẻ khỏe",250.000₫,https://tiki.vn/mat-na-da-sinh-hoc-yose-aqua-hydro-ex-sieu-cap-nuoc-cho-da-diu-mat-tre-khoe-p272555405.html?spid=272555407,%,Đã bán 1
Dao Cạo Lông Mày Kai Can For Women Eyebrow 3 Cây,49.000₫,https://tiki.vn/dao-cao-long-may-kai-can-for-women-eyebrow-3-cay-p272555195.html?spid=272555196,%,
Dầu Gội Organique Dưỡng Tóc Hoa Hồng Rose Repairing Shampoo 50ml,45.000₫,https://tiki.vn/dau-goi-organique-duong-toc-hoa-hong-rose-repairing-shampoo-50ml-p272555193.html?spid=272555194,55%,
Tẩy Tế Bào Chết Vật Lý BeautyMed Face Exfoliation | Kelly Beauty,787.500₫,https://tiki.vn/ta-y-te-bao-che-t-va-t-ly-beautymed-face-exfoliation-kelly-beauty-p272555116.html?spid=272555117,10%,
Sữa Rửa Mặt Cho Da Dầu BeautyMed Peel Cleanser | Kelly Beauty,508.500₫,https://tiki.vn/sua-ru-a-ma-t-cho-da-dau-beautymed-peel-cleanser-kelly-beauty-p272554754.html?spid=272554755,10%,
"Mặt nạ sinh học Ngải cứu - Yose Mugworrt Second , Trị mụn - giảm thâm - chống lão hóa",350.000₫,https://tiki.vn/mat-na-ngai-cuu-mat-na-sinh-hoc-tri-mun-giam-tham-chong-lao-hoa-p272475658.html?spid=272475660,%,Đã bán 4
"Serum EGF BeautyMed - Tế Bào Gốc Tăng Trưởng Biểu Bì; Mờ Sẹo Rỗ, Giảm Nếp Nhăn; Da Căng Mịn | Kelly Beauty",356.300₫,https://tiki.vn/serum-egf-beautymed-te-ba-o-go-c-tang-truo-ng-bie-u-bi-mo-se-o-ro-gia-m-ne-p-nhan-da-cang-mi-n-kelly-beauty-p272482159.html?spid=272482160,10%,
"Sữa Rửa Mặt Cho Da Khô, Nhạy Cảm BeautyMed Milk Cleanser | Kelly Beauty",704.700₫,https://tiki.vn/su-a-ru-a-ma-t-cho-da-kho-nhay-cam-beautymed-milk-cleanser-kelly-beauty-p272517900.html?spid=272517901,10%,
"Toner Cân Bằng Cho Da Khô, Nhạy Cảm BeautyMed Tonic Lotion | Kelly Beauty",598.500₫,https://tiki.vn/toner-can-ba-ng-cho-da-kho-nhay-cam-beautymed-tonic-lotion-kelly-beauty-p272522018.html?spid=272522019,10%,
"Kem EGF BeautyMed - Tế Bào Gốc Tăng Trưởng Biểu Bì; Mờ Sẹo Rỗ, Giảm Nếp Nhăn; Da Căng Mịn | Kelly Beauty",485.000₫,https://tiki.vn/kem-egf-beautymed-te-ba-o-go-c-tang-truo-ng-bie-u-bi-mo-se-o-ro-gia-m-ne-p-nhan-da-cang-mi-n-kelly-beauty-p272483390.html?spid=272483391,10%,
"Serum HA KMK BeautyMed - Tinh Chất Cấp Ẩm Nội Bào, Giảm Nếp Nhăn; Căng Mịn Da | Kelly Beauty",224.000₫,https://tiki.vn/serum-ha-kmk-beautymed-tinh-chat-cap-am-noi-bao-gia-m-ne-p-nhan-cang-mi-n-da-kelly-beauty-p272484873.html?spid=272484874,10%,
"Kem Sẹo Nghệ Đỏ Abera Scar 20g Phục Hồi Làn Da Bị Sẹo An Toàn Hiệu Quả, Nhanh Chóng",279.000₫,https://tiki.vn/kem-seo-nghe-do-abera-scar-20g-phuc-hoi-lan-da-bi-seo-an-toan-hieu-qua-nhanh-chong-p272530847.html?spid=272530848,28%,Đã bán 1
Mặt nạ đất sét dưỡng ẩm chiết xuất bột yến mạch Truesky Oat Kaolin Clay Mask 30g,115.000₫,https://tiki.vn/mat-na-dat-set-duong-am-chiet-xuat-bot-yen-mach-truesky-oat-kaolin-clay-mask-30g-p272495724.html?spid=272495725,32%,
"COMBO 5 CHAI SERUM HA PLUS - 100ml (Dưỡng Ẩm, Căng Bóng, Sáng Da, Mờ Nếp Nhăn) Hàng Chính Hãng + Tặng 5 Mặt Nạ Soothing",090.000₫,https://tiki.vn/combo-5-chai-serum-ha-plus-100ml-duong-am-cang-bong-sang-da-mo-nep-nhan-hang-chinh-hang-tang-5-mat-na-soothing-p272483396.html?spid=272483397,5%,
"COMBO 2 CHAI SERUM HA PLUS - 100ml (Dưỡng Ẩm, Căng Bóng, Sáng Da, Mờ Nếp Nhăn) Hàng Chính Hãng + Tặng 2 Mặt Nạ Soothing",836.000₫,https://tiki.vn/combo-2-chai-serum-ha-plus-100ml-duong-am-cang-bong-sang-da-mo-nep-nhan-hang-chinh-hang-tang-2-mat-na-soothing-p272483139.html?spid=272483140,5%,
"COMBO SỮA RỬA MẶT NEEM HIMALAYA PURIFYING NEEM FACE WASH VÀ À PHÒNG TRỊ MỤN LƯNG, VIÊM LỖ CHÂN LÔNG",137.445₫,https://tiki.vn/combo-sua-rua-mat-giam-mun-chiet-xuat-tu-la-neem-himalaya-purifying-neem-face-wash-10ml-va-xa-phong-giam-mun-co-the-tu-la-neem-himalaya-neem-turmeric-soap-75g-p272480536.html?spid=272480537,%,
1 Miếng Mặt Nạ Rong Biển Sexylook Marine Algae Facial Treatment Mask 28ml,15.000₫,https://tiki.vn/1-mieng-mat-na-rong-bien-sexylook-marine-algae-facial-treatment-mask-28ml-p272478117.html?spid=272478119,%,
MẶT NẠ DƯỠNG DA CAO CẤP BANOBAGI,39.000₫,https://tiki.vn/mat-na-duong-da-cao-cap-banobagi-p272465506.html?spid=272465512,%,
"COMBO dưỡng trắng, xóa nám và tàn nhang Mirum 50ml/55ml",060.000₫,https://tiki.vn/combo-duong-trang-xoa-nam-va-tan-nhang-mirum-50ml-55ml-p272464330.html?spid=272464331,%,
Sữa rửa mặt dạng gel hỗ trợ làm sạch dành cho da dầu da mụn Dermedic Normacne Antibacterial Cleansing Gel 500ml,760.320₫,https://tiki.vn/sua-rua-mat-dang-gel-ho-tro-lam-sach-danh-cho-da-dau-da-mun-dermedic-normacne-antibacterial-cleansing-gel-500ml-p272460362.html?spid=272460364,4%,Đã bán 1
[Made in Korea] Tinh chất dưỡng sáng da Vitamin C Green Tea Enzyme Brightening Serum 30ml,782.000₫,https://tiki.vn/made-in-korea-tinh-chat-duong-sang-da-vitamin-c-green-tea-enzyme-brightening-serum-30ml-p272458193.html?spid=272458194,15%,Đã bán 6
Ngũ cốc ăn kiêng Shake Now Hàn Quốc 40g,295.000₫,https://tiki.vn/ngu-coc-an-kieng-shake-now-han-quoc-40g-p272454843.html?spid=272454847,%,
Siêu vi tảo uống 300 triệu Hayari Spirulina hộp 10 chai x 50ml,770.000₫,https://tiki.vn/sieu-vi-tao-uong-300-trieu-hayari-spirulina-hop-10-chai-x-50ml-p272454702.html?spid=272454703,%,
Tế bào gốc trắng da Glutathione AIDA hộp 10 ống,550.000₫,https://tiki.vn/te-bao-goc-trang-da-glutathione-aida-hop-10-ong-p272454677.html?spid=272454678,%,
Mặt nạ botox collagen tươi công nghệ Thuỵ Sĩ 50g,330.000₫,https://tiki.vn/mat-na-botox-collagen-tuoi-cong-nghe-thuy-si-50g-p272454578.html?spid=272454579,%,
Peel da EGF Spicule Peel Naturally 70g,595.000₫,https://tiki.vn/peel-da-egf-spicule-peel-naturally-70g-p272454557.html?spid=272454558,%,
Kem face ngày Lanci dưỡng trắng da căng mịn 50ml,960.000₫,https://tiki.vn/kem-face-ngay-lanci-duong-trang-da-cang-min-50ml-p272454311.html?spid=272454312,%,
Serum dưỡng trắng da body hương hoa trà Weilaiya 200ml,400.000₫,https://tiki.vn/serum-duong-trang-da-body-huong-hoa-tra-weilaiya-200ml-p272454230.html?spid=272454231,%,
"Kem Dưỡng Bioderma Sébium Hydra Nuôi Dưỡng, Làm Dịu Và Phục hồi Cho Da Mụn 40ml",425.000₫,https://tiki.vn/kem-duong-bioderma-sebium-hydra-nuoi-duong-lam-diu-va-phuc-hoi-cho-da-mun-40ml-p272450579.html?spid=272450580,%,
Gel Rửa Mặt SVR Sebiaclear Gel Moussant Không Chứa Xà Phòng Cho Da Dầu Mụn 55ml,119.000₫,https://tiki.vn/gel-rua-mat-svr-sebiaclear-gel-moussant-khong-chua-xa-phong-cho-da-dau-mun-55ml-p272450601.html?spid=272450602,18%,
Kem Chống Nắng Eucerin Cho Da Nhờn Mụn Sun Dry Touch SPF50+ PA+++ 50ml,439.000₫,https://tiki.vn/kem-chong-nang-eucerin-cho-da-nhon-mun-sun-dry-touch-spf50-pa-50ml-p272450577.html?spid=272450578,20%,Đã bán 1
Sữa Rửa Mặt Dạng Bọt Curél Sebum Trouble Care Foaming Facial Wash Dành Cho Da Dầu 150ml,326.000₫,https://tiki.vn/sua-rua-mat-dang-bot-curel-sebum-trouble-care-foaming-facial-wash-danh-cho-da-dau-150ml-p272450550.html?spid=272450551,20%,Đã bán 1
Kem Dưỡng D Program Phục Hồi Da 45g,548.000₫,https://tiki.vn/kem-duong-d-program-phuc-hoi-da-45g-p272450564.html?spid=272450565,27%,
Dầu Duỡng Da Ban Đêm Nno Dạng Vỉ 30 Viên/ Hộp,135.000₫,https://tiki.vn/dau-duong-da-ban-dem-nno-dang-vi-30-vien-hop-p272450566.html?spid=272450567,10%,Đã bán 2
Sữa Rửa Mặt Và Tắm Toàn Thân Sebamed Cho Da Nhạy Cảm 300ml,312.000₫,https://tiki.vn/sua-rua-mat-va-tam-toan-than-sebamed-cho-da-nhay-cam-300ml-p272450560.html?spid=272450561,20%,
Gel Rửa Mặt SVR Sebiaclear Gel Moussant Không Chứa Xà Phòng Cho Da Dầu Mụn 200ml,361.000₫,https://tiki.vn/gel-rua-mat-svr-sebiaclear-gel-moussant-khong-chua-xa-phong-cho-da-dau-mun-200ml-p272450552.html?spid=272450553,7%,
Gel Làm Sạch Và Loại Bỏ Tế Bào Chết Bioderma Sébium Gommant 100ml,356.000₫,https://tiki.vn/gel-lam-sach-va-loai-bo-te-bao-chet-bioderma-sebium-gommant-100ml-p272450539.html?spid=272450540,10%,
Gel Rửa Mặt SVR Sebiaclear Gel Moussant Không Chứa Xà Phòng Cho Da Dầu Mụn 400ml,486.000₫,https://tiki.vn/gel-rua-mat-svr-sebiaclear-gel-moussant-khong-chua-xa-phong-cho-da-dau-mun-400ml-p272450556.html?spid=272450557,12%,
Nước Tẩy Trang Dành Cho Da Nhạy Cảm Bioderma Sensibio H20 100ml,203.000₫,https://tiki.vn/nuoc-tay-trang-danh-cho-da-nhay-cam-bioderma-sensibio-h20-100ml-p272450535.html?spid=272450536,10%,Đã bán 1
Dung Dịch Paula's Choice Loại Bỏ Tế Bào Chết Chứa 2% BHA Skin Perfecting Liquid Exfoliant 30ml,399.000₫,https://tiki.vn/dung-dich-paula-s-choice-loai-bo-te-bao-chet-chua-2-bha-skin-perfecting-liquid-exfoliant-30ml-p272450541.html?spid=272450542,%,Đã bán 6
Gel Rửa Mặt Vichy Normaderm Phytosolution Purifying Giàu Khoáng Và Pribiotic Giúp Làm Sạch Sâu 200ml,435.000₫,https://tiki.vn/gel-rua-mat-vichy-normaderm-phytosolution-purifying-giau-khoang-va-pribiotic-giup-lam-sach-sau-200ml-p272450548.html?spid=272450549,%,
Xịt Dưỡng Ẩm Eucerin Giảm Nếp Nhăn Hyaluron Mist Spray 250ml,333.000₫,https://tiki.vn/xit-duong-am-eucerin-giam-nep-nhan-hyaluron-mist-spray-250ml-p272450506.html?spid=272450508,10%,
"Serum SVR Sebiaclear Serum Giảm Mụn, Thông Thoáng Lỗ Chân Lông, Làm Mềm Mịn Da 30ml",591.000₫,https://tiki.vn/serum-svr-sebiaclear-serum-giam-mun-thong-thoang-lo-chan-long-lam-mem-min-da-30ml-p272450554.html?spid=272450555,17%,
Tinh Chất Eucerin Giảm Thâm Và Dưỡng Sáng Cho Da Mụn Pro Acne Triple Effect Serum 40ml,649.000₫,https://tiki.vn/tinh-chat-eucerin-giam-tham-va-duong-sang-cho-da-mun-pro-acne-triple-effect-serum-40ml-p272450543.html?spid=272450544,%,
Serum NNO Vite Whitening Dưỡng Trắng Da Dạng Vỉ 30 Viên/ Hộp,325.000₫,https://tiki.vn/serum-nno-vite-whitening-duong-trang-da-dang-vi-30-vien-hop-p272450507.html?spid=272450509,10%,Đã bán 2
Kem Dưỡng Bioderma Sébium Kerato+ Giảm Mụn Ngừa Thâm Mụn 30ml,401.000₫,https://tiki.vn/kem-duong-bioderma-sebium-kerato-giam-mun-ngua-tham-mun-30ml-p272450502.html?spid=272450503,10%,
Kem Dưỡng La Roche-Posay B5+ Phục Hồi Da 100ml,572.000₫,https://tiki.vn/kem-duong-la-roche-posay-b5-phuc-hoi-da-100ml-p272450487.html?spid=272450488,10%,
Dưỡng Chất La Roche-Posay Tái Tạo & Săn Chắc Da Hyalu B5 30ml,080.000₫,https://tiki.vn/duong-chat-la-roche-posay-tai-tao-san-chac-da-hyalu-b5-30ml-p272450529.html?spid=272450530,10%,
Tinh Chất Chống Nắng Eucerin Giảm Thâm Nám Sun Serum Double Whitening SPF50+ PA+++ 50ml,439.000₫,https://tiki.vn/tinh-chat-chong-nang-eucerin-giam-tham-nam-sun-serum-double-whitening-spf50-pa-50ml-p272450525.html?spid=272450526,20%,
Kem Dưỡng Ẩm Eucerin Kiểm Soát Nhờn Và Giảm Mụn Pro Acne A.I. Matt Fluid 50ml,465.000₫,https://tiki.vn/kem-duong-am-eucerin-kiem-soat-nhon-va-giam-mun-pro-acne-a-i-matt-fluid-50ml-p272450504.html?spid=272450505,10%,
Kem Dưỡng Trắng Và Giảm Nếp Nhăn Rebirth 100ml,154.000₫,https://tiki.vn/kem-duong-trang-va-giam-nep-nhan-rebirth-100ml-p272450500.html?spid=272450501,30%,Đã bán 1
Nước Tẩy Trang Eucerin Sạch Sâu & Giảm Mụn Pro Acne Cleansing Water 200ml,349.000₫,https://tiki.vn/nuoc-tay-trang-eucerin-sach-sau-giam-mun-pro-acne-cleansing-water-200ml-p272450469.html?spid=272450489,%,
Nước Cân Bằng Dưỡng Ẩm Dành Cho Da Nhạy Cảm Bioderma Sensibio 250ml,319.000₫,https://tiki.vn/nuoc-can-bang-duong-am-danh-cho-da-nhay-cam-bioderma-sensibio-250ml-p272450494.html?spid=272450495,25%,
Nước Khoáng Avene Eau Thermale Avene 300ml,382.000₫,https://tiki.vn/nuoc-khoang-avene-eau-thermale-avene-300ml-p272450482.html?spid=272450484,10%,
Kem Làm Se Khít Lỗ Chân Lông Và Giảm Dầu Cho Da Nhờn Bioderma Sebium Pore Refiner 30ml,428.000₫,https://tiki.vn/kem-lam-se-khit-lo-chan-long-va-giam-dau-cho-da-nhon-bioderma-sebium-pore-refiner-30ml-p272450479.html?spid=272450480,10%,Đã bán 3
Kem Dưỡng Bioderma Sébium Sensitive Cho Da Mụn Nhạy Cảm 30ml,362.000₫,https://tiki.vn/kem-duong-bioderma-sebium-sensitive-cho-da-mun-nhay-cam-30ml-p272450474.html?spid=272450475,15%,
"Combo Nước hoa hồng Dear, Klairs Supple Preparation Unscented Toner 180mL và Kem dưỡng Dear, Klairs Midnight Blue Calming 60g",688.800₫,https://tiki.vn/combo-nuoc-hoa-hong-dear-klairs-supple-preparation-unscented-toner-180ml-va-kem-duong-dear-klairs-midnight-blue-calming-p272446929.html?spid=272446930,30%,Đã bán 2
"Combo 5 Dear, Klairs Mặt nạ giấy Midnight Blue Calming Sheet Mask 25mL",224.000₫,https://tiki.vn/combo-5-dear-klairs-mat-na-giay-midnight-blue-calming-sheet-mask-25ml-p272446539.html?spid=272446540,30%,
"Biogenic F. Copper Peptide - Serum Phục Hồi Đa Tác Động - Giảm Kích ứng, Ngừa Oxy hóa, Sẹo Sau Mụn Twins Skin 30ml và 10ml",320.000₫,https://tiki.vn/biogenic-f-copper-peptide-serum-phuc-hoi-da-tac-dong-giam-kich-ung-ngua-oxy-hoa-seo-sau-mun-twins-skin-30ml-va-10ml-p272443771.html?spid=270171331,%,
Tinh chất dưỡng ẩm và ngừa lão hoá da Truesky Bakuchiol Deep Moisture Serum 20ml,145.000₫,https://tiki.vn/tinh-chat-duong-am-va-ngua-lao-hoa-da-truesky-bakuchiol-deep-moisture-serum-20ml-p272433796.html?spid=272433797,28%,
Kem Rửa Mặt SenZ Perfect Skin Cám Gạo 30ml,30.000₫,https://tiki.vn/kem-rua-mat-senz-perfect-skin-cam-gao-30ml-p272425356.html?spid=272425357,%,
Gel Rửa Mặt SenZ Oil Reduction Khổ Qua Cho Da Dầu Mụn 30ml,30.000₫,https://tiki.vn/gel-rua-mat-senz-oil-reduction-kho-qua-cho-da-dau-mun-30ml-p272425350.html?spid=272425351,%,
"Combo 10 Chai Gel Nha Đam Aloe Vera Hàn Quốc (500ml) - Làm Dịu Da Nhạy Cảm, Khô, Mụn (Hàng Chính Hãng) + Tặng 3 Serum HA Plus 100ml + Tặng 10 Mặt Nạ Soothing",618.900₫,https://tiki.vn/combo-10-chai-gel-nha-dam-aloe-vera-han-quoc-500ml-lam-diu-da-nhay-cam-kho-mun-hang-chinh-hang-tang-3-serum-ha-plus-100ml-tang-10-mat-na-soothing-p272415295.html?spid=272415296,5%,
"Combo 5 Chai Gel Nha Đam Aloe Vera Hàn Quốc (500ml) - Làm Dịu Da Nhạy Cảm, Khô, Mụn (Hàng Chính Hãng) + Tặng 1 Serum HA Plus 100ml + Tặng 5 Mặt Nạ Soothing",325.125₫,https://tiki.vn/combo-5-chai-gel-nha-dam-aloe-vera-han-quoc-500ml-lam-diu-da-nhay-cam-kho-mun-hang-chinh-hang-tang-1-serum-ha-plus-100ml-tang-5-mat-na-soothing-p272414876.html?spid=272414877,5%,
"Combo 2 Chai SERUM HYDRO B5 PLUS - 120ml - Dưỡng Ẩm, Phục Hồi, Căng Bóng, Se Khít Lỗ Chân Lông (Hàng Chính Hãng) + Tặng Serum HA Plus 100ML",652.145₫,https://tiki.vn/combo-2-chai-serum-hydro-b5-plus-120ml-duong-am-phuc-hoi-cang-bong-se-khit-lo-chan-long-hang-chinh-hang-tang-serum-ha-plus-100ml-p272413411.html?spid=272413412,5%,
Kem Dưỡng Trắng Da BALAWHITE Giúp Giữ Ẩm Se Khít Lỗ Chân Lông,265.000₫,https://tiki.vn/kem-duong-trang-da-balawhite-giup-giu-am-se-khit-lo-chan-long-p272407625.html?spid=272407626,%,
