link,name,comment,num_review,num_thanks,date_attend,time_use
https://tka.tiki.vn/pixel/pixel?data=jNH0BgeWFLJzV5qeqa0aVJGZavD0blvyX-j_LTZuydslHj-lohcdGQNBLKm1MlJt6eQ0u2A3chz8VU3sjXeDV0X4OJxZztBBz2CtbmnkpBkHEvDbRnpPUC0LeWMdfcsZWIeK-KHkoSHkRGQQGHGPNZvp2IKrWJuLE0qp2Ms5-rHzZT3bpTrYPH4OekbPDzCoMgT47Xq1Ib5ttL3m9L9afauVGZcsgsWUm4NkCzG8WNr0zobuPonVbYVuhL_0g5msnGmJWZTNDrPIbuJRp48J6GioTbny6SECrhG7-uJWn-7SukHjd6YS8YuLQZDTQMSo2rFsJmqMm0IWyjRjRiXPqXPcuJo_nFjbstPqK3ywo7Q6BNjgRAx2xN9hiJF8dVGByEsutba1ZeWtPKX7Pjzw9qqAumuGC-aRxjG8mRY8j2RmkfXGHXpN04X2NHVqzG3kSOVHCqac16HFTzTcVFGmjWazkAuryOmANlJfoS_tEsq9n0XQOQ00HpuzmjNOyMNoeSGAFH3gNXfhOyU0oLsyi590Qv7eKx8b2sqM4Y1L0Tq81L2aGrFHs5d69WSxGmnIXz01MEMjShiE2Ff1VVFzKLB3ci_HBp0Nz-9IVX0tKzABEg75htP7vd1avZ_QN91nObQz43OojoCkf1deKGpUl9pgoZosGN_dDoNR8ZGmKyJcjnmufersCD-1sVueaV3XBbsAeAmciKf3rET8QsSZorbK34K_NoaMwFmtVuQhPR3fnU0ntj2jYPyHbs6L0fugraad9z5WElxFjIpFsxIHwzOkFRnp6loIHnnGxi0ifHNUNBbKp75rtDqlTAVx-cU3-jF2uNnTAJaqdoe8xNt19N9yFqtxMcPaD5QQSB5-sGAkThfGM64-VR2kJX-VLpbq8VlUjR-82Ovh_eevnu2ITyUvUsjweQE8WjZmkksvFvGIHtuxoDi3ok4XfgyJe7HOKK3SBKTqnxnrYWELcH9ClV8uVtVMzpltx702nkzEiNM3H1pN42rMl79ajNEooCUfs5Ho9qUptXMj7nD9vhRRYBLNAr9y3lIxhl0noRCIaGZCfNaqsW5RG0_hEBx9MceaeiOfZeFSntU&reqid=ROnN44mwLsHWmVrz&type=CLICK&pos=1,Lưu Hà Ngọc Khuê,Sản phảm không gây kích ứng da mặt,"Đã viết
31 Đánh giá","Đã nhận
1 Lượt cảm ơn",Đã tham gia 6 năm,Đánh giá vào 1 năm trướcĐã dùng 1 tháng
https://tka.tiki.vn/pixel/pixel?data=jNH0BgeWFLJzV5qeqa0aVJGZavD0blvyX-j_LTZuydslHj-lohcdGQNBLKm1MlJt6eQ0u2A3chz8VU3sjXeDV0X4OJxZztBBz2CtbmnkpBkHEvDbRnpPUC0LeWMdfcsZWIeK-KHkoSHkRGQQGHGPNZvp2IKrWJuLE0qp2Ms5-rHzZT3bpTrYPH4OekbPDzCoMgT47Xq1Ib5ttL3m9L9afauVGZcsgsWUm4NkCzG8WNr0zobuPonVbYVuhL_0g5msnGmJWZTNDrPIbuJRp48J6GioTbny6SECrhG7-uJWn-7SukHjd6YS8YuLQZDTQMSo2rFsJmqMm0IWyjRjRiXPqXPcuJo_nFjbstPqK3ywo7Q6BNjgRAx2xN9hiJF8dVGByEsutba1ZeWtPKX7Pjzw9qqAumuGC-aRxjG8mRY8j2RmkfXGHXpN04X2NHVqzG3kSOVHCqac16HFTzTcVFGmjWazkAuryOmANlJfoS_tEsq9n0XQOQ00HpuzmjNOyMNoeSGAFH3gNXfhOyU0oLsyi590Qv7eKx8b2sqM4Y1L0Tq81L2aGrFHs5d69WSxGmnIXz01MEMjShiE2Ff1VVFzKLB3ci_HBp0Nz-9IVX0tKzABEg75htP7vd1avZ_QN91nObQz43OojoCkf1deKGpUl9pgoZosGN_dDoNR8ZGmKyJcjnmufersCD-1sVueaV3XBbsAeAmciKf3rET8QsSZorbK34K_NoaMwFmtVuQhPR3fnU0ntj2jYPyHbs6L0fugraad9z5WElxFjIpFsxIHwzOkFRnp6loIHnnGxi0ifHNUNBbKp75rtDqlTAVx-cU3-jF2uNnTAJaqdoe8xNt19N9yFqtxMcPaD5QQSB5-sGAkThfGM64-VR2kJX-VLpbq8VlUjR-82Ovh_eevnu2ITyUvUsjweQE8WjZmkksvFvGIHtuxoDi3ok4XfgyJe7HOKK3SBKTqnxnrYWELcH9ClV8uVtVMzpltx702nkzEiNM3H1pN42rMl79ajNEooCUfs5Ho9qUptXMj7nD9vhRRYBLNAr9y3lIxhl0noRCIaGZCfNaqsW5RG0_hEBx9MceaeiOfZeFSntU&reqid=ROnN44mwLsHWmVrz&type=CLICK&pos=1,Nguyen Phuong Thao,"Sữa rửa mặt mình mua không có hộp như mọi lần, không biết có phải hàng chính hãng không","Đã viết
3 Đánh giá","Đã nhận
0 Lượt cảm ơn",Đã tham gia 5 năm,Đánh giá vào 1 năm trướcĐã dùng 1 ngày
https://tka.tiki.vn/pixel/pixel?data=jNH0BgeWFLJzV5qeqa0aVJGZavD0blvyX-j_LTZuydslHj-lohcdGQNBLKm1MlJt6eQ0u2A3chz8VU3sjXeDV0X4OJxZztBBz2CtbmnkpBkHEvDbRnpPUC0LeWMdfcsZWIeK-KHkoSHkRGQQGHGPNZvp2IKrWJuLE0qp2Ms5-rHzZT3bpTrYPH4OekbPDzCoMgT47Xq1Ib5ttL3m9L9afauVGZcsgsWUm4NkCzG8WNr0zobuPonVbYVuhL_0g5msnGmJWZTNDrPIbuJRp48J6GioTbny6SECrhG7-uJWn-7SukHjd6YS8YuLQZDTQMSo2rFsJmqMm0IWyjRjRiXPqXPcuJo_nFjbstPqK3ywo7Q6BNjgRAx2xN9hiJF8dVGByEsutba1ZeWtPKX7Pjzw9qqAumuGC-aRxjG8mRY8j2RmkfXGHXpN04X2NHVqzG3kSOVHCqac16HFTzTcVFGmjWazkAuryOmANlJfoS_tEsq9n0XQOQ00HpuzmjNOyMNoeSGAFH3gNXfhOyU0oLsyi590Qv7eKx8b2sqM4Y1L0Tq81L2aGrFHs5d69WSxGmnIXz01MEMjShiE2Ff1VVFzKLB3ci_HBp0Nz-9IVX0tKzABEg75htP7vd1avZ_QN91nObQz43OojoCkf1deKGpUl9pgoZosGN_dDoNR8ZGmKyJcjnmufersCD-1sVueaV3XBbsAeAmciKf3rET8QsSZorbK34K_NoaMwFmtVuQhPR3fnU0ntj2jYPyHbs6L0fugraad9z5WElxFjIpFsxIHwzOkFRnp6loIHnnGxi0ifHNUNBbKp75rtDqlTAVx-cU3-jF2uNnTAJaqdoe8xNt19N9yFqtxMcPaD5QQSB5-sGAkThfGM64-VR2kJX-VLpbq8VlUjR-82Ovh_eevnu2ITyUvUsjweQE8WjZmkksvFvGIHtuxoDi3ok4XfgyJe7HOKK3SBKTqnxnrYWELcH9ClV8uVtVMzpltx702nkzEiNM3H1pN42rMl79ajNEooCUfs5Ho9qUptXMj7nD9vhRRYBLNAr9y3lIxhl0noRCIaGZCfNaqsW5RG0_hEBx9MceaeiOfZeFSntU&reqid=ROnN44mwLsHWmVrz&type=CLICK&pos=1,Quyên Lê,"Mới đặt hôm qua hôm nay đã giao nhanh chóng kèm quà tặng, sale nên khá rẻ m. Nên mua","Đã viết
6 Đánh giá","Đã nhận
0 Lượt cảm ơn",Đã tham gia 5 năm,Đánh giá vào 1 năm trướcĐã dùng 1 giờ
https://tka.tiki.vn/pixel/pixel?data=jNH0BgeWFLJzV5qeqa0aVJGZavD0blvyX-j_LTZuydslHj-lohcdGQNBLKm1MlJt6eQ0u2A3chz8VU3sjXeDV0X4OJxZztBBz2CtbmnkpBkHEvDbRnpPUC0LeWMdfcsZWIeK-KHkoSHkRGQQGHGPNZvp2IKrWJuLE0qp2Ms5-rHzZT3bpTrYPH4OekbPDzCoMgT47Xq1Ib5ttL3m9L9afauVGZcsgsWUm4NkCzG8WNr0zobuPonVbYVuhL_0g5msnGmJWZTNDrPIbuJRp48J6GioTbny6SECrhG7-uJWn-7SukHjd6YS8YuLQZDTQMSo2rFsJmqMm0IWyjRjRiXPqXPcuJo_nFjbstPqK3ywo7Q6BNjgRAx2xN9hiJF8dVGByEsutba1ZeWtPKX7Pjzw9qqAumuGC-aRxjG8mRY8j2RmkfXGHXpN04X2NHVqzG3kSOVHCqac16HFTzTcVFGmjWazkAuryOmANlJfoS_tEsq9n0XQOQ00HpuzmjNOyMNoeSGAFH3gNXfhOyU0oLsyi590Qv7eKx8b2sqM4Y1L0Tq81L2aGrFHs5d69WSxGmnIXz01MEMjShiE2Ff1VVFzKLB3ci_HBp0Nz-9IVX0tKzABEg75htP7vd1avZ_QN91nObQz43OojoCkf1deKGpUl9pgoZosGN_dDoNR8ZGmKyJcjnmufersCD-1sVueaV3XBbsAeAmciKf3rET8QsSZorbK34K_NoaMwFmtVuQhPR3fnU0ntj2jYPyHbs6L0fugraad9z5WElxFjIpFsxIHwzOkFRnp6loIHnnGxi0ifHNUNBbKp75rtDqlTAVx-cU3-jF2uNnTAJaqdoe8xNt19N9yFqtxMcPaD5QQSB5-sGAkThfGM64-VR2kJX-VLpbq8VlUjR-82Ovh_eevnu2ITyUvUsjweQE8WjZmkksvFvGIHtuxoDi3ok4XfgyJe7HOKK3SBKTqnxnrYWELcH9ClV8uVtVMzpltx702nkzEiNM3H1pN42rMl79ajNEooCUfs5Ho9qUptXMj7nD9vhRRYBLNAr9y3lIxhl0noRCIaGZCfNaqsW5RG0_hEBx9MceaeiOfZeFSntU&reqid=ROnN44mwLsHWmVrz&type=CLICK&pos=1,Sa Ri Na,Làm sạch sâu không kích ứng da,"Đã viết
12 Đánh giá","Đã nhận
0 Lượt cảm ơn",Đã tham gia 1 năm,Đánh giá vào 3 tháng trướcĐã dùng 2 giờ
https://tka.tiki.vn/pixel/pixel?data=jNH0BgeWFLJzV5qeqa0aVJGZavD0blvyX-j_LTZuydslHj-lohcdGQNBLKm1MlJt6eQ0u2A3chz8VU3sjXeDV0X4OJxZztBBz2CtbmnkpBkHEvDbRnpPUC0LeWMdfcsZWIeK-KHkoSHkRGQQGHGPNZvp2IKrWJuLE0qp2Ms5-rHzZT3bpTrYPH4OekbPDzCoMgT47Xq1Ib5ttL3m9L9afauVGZcsgsWUm4NkCzG8WNr0zobuPonVbYVuhL_0g5msnGmJWZTNDrPIbuJRp48J6GioTbny6SECrhG7-uJWn-7SukHjd6YS8YuLQZDTQMSo2rFsJmqMm0IWyjRjRiXPqXPcuJo_nFjbstPqK3ywo7Q6BNjgRAx2xN9hiJF8dVGByEsutba1ZeWtPKX7Pjzw9qqAumuGC-aRxjG8mRY8j2RmkfXGHXpN04X2NHVqzG3kSOVHCqac16HFTzTcVFGmjWazkAuryOmANlJfoS_tEsq9n0XQOQ00HpuzmjNOyMNoeSGAFH3gNXfhOyU0oLsyi590Qv7eKx8b2sqM4Y1L0Tq81L2aGrFHs5d69WSxGmnIXz01MEMjShiE2Ff1VVFzKLB3ci_HBp0Nz-9IVX0tKzABEg75htP7vd1avZ_QN91nObQz43OojoCkf1deKGpUl9pgoZosGN_dDoNR8ZGmKyJcjnmufersCD-1sVueaV3XBbsAeAmciKf3rET8QsSZorbK34K_NoaMwFmtVuQhPR3fnU0ntj2jYPyHbs6L0fugraad9z5WElxFjIpFsxIHwzOkFRnp6loIHnnGxi0ifHNUNBbKp75rtDqlTAVx-cU3-jF2uNnTAJaqdoe8xNt19N9yFqtxMcPaD5QQSB5-sGAkThfGM64-VR2kJX-VLpbq8VlUjR-82Ovh_eevnu2ITyUvUsjweQE8WjZmkksvFvGIHtuxoDi3ok4XfgyJe7HOKK3SBKTqnxnrYWELcH9ClV8uVtVMzpltx702nkzEiNM3H1pN42rMl79ajNEooCUfs5Ho9qUptXMj7nD9vhRRYBLNAr9y3lIxhl0noRCIaGZCfNaqsW5RG0_hEBx9MceaeiOfZeFSntU&reqid=ROnN44mwLsHWmVrz&type=CLICK&pos=1,Lê Mỷ Nhàn,"Giao nhanh, hàng chuẩn nha","Đã viết
119 Đánh giá","Đã nhận
41 Lượt cảm ơn",Đã tham gia 6 năm,Đánh giá vào 3 tháng trướcĐã dùng 1 tháng
https://tka.tiki.vn/pixel/pixel?data=jNH0BgeWFLJzV5qeqa0aVJGZavD0blvyX-j_LTZuydslHj-lohcdGQNBLKm1MlJt6eQ0u2A3chz8VU3sjXeDV0X4OJxZztBBz2CtbmnkpBkHEvDbRnpPUC0LeWMdfcsZWIeK-KHkoSHkRGQQGHGPNZvp2IKrWJuLE0qp2Ms5-rHzZT3bpTrYPH4OekbPDzCoMgT47Xq1Ib5ttL3m9L9afauVGZcsgsWUm4NkCzG8WNr0zobuPonVbYVuhL_0g5msnGmJWZTNDrPIbuJRp48J6GioTbny6SECrhG7-uJWn-7SukHjd6YS8YuLQZDTQMSo2rFsJmqMm0IWyjRjRiXPqXPcuJo_nFjbstPqK3ywo7Q6BNjgRAx2xN9hiJF8dVGByEsutba1ZeWtPKX7Pjzw9qqAumuGC-aRxjG8mRY8j2RmkfXGHXpN04X2NHVqzG3kSOVHCqac16HFTzTcVFGmjWazkAuryOmANlJfoS_tEsq9n0XQOQ00HpuzmjNOyMNoeSGAFH3gNXfhOyU0oLsyi590Qv7eKx8b2sqM4Y1L0Tq81L2aGrFHs5d69WSxGmnIXz01MEMjShiE2Ff1VVFzKLB3ci_HBp0Nz-9IVX0tKzABEg75htP7vd1avZ_QN91nObQz43OojoCkf1deKGpUl9pgoZosGN_dDoNR8ZGmKyJcjnmufersCD-1sVueaV3XBbsAeAmciKf3rET8QsSZorbK34K_NoaMwFmtVuQhPR3fnU0ntj2jYPyHbs6L0fugraad9z5WElxFjIpFsxIHwzOkFRnp6loIHnnGxi0ifHNUNBbKp75rtDqlTAVx-cU3-jF2uNnTAJaqdoe8xNt19N9yFqtxMcPaD5QQSB5-sGAkThfGM64-VR2kJX-VLpbq8VlUjR-82Ovh_eevnu2ITyUvUsjweQE8WjZmkksvFvGIHtuxoDi3ok4XfgyJe7HOKK3SBKTqnxnrYWELcH9ClV8uVtVMzpltx702nkzEiNM3H1pN42rMl79ajNEooCUfs5Ho9qUptXMj7nD9vhRRYBLNAr9y3lIxhl0noRCIaGZCfNaqsW5RG0_hEBx9MceaeiOfZeFSntU&reqid=ROnN44mwLsHWmVrz&type=CLICK&pos=1,Đặng Văn Hoài Tân,Sữa rửa mặt rất tốt nha mọi người 👍👍👍,"Đã viết
6 Đánh giá","Đã nhận
0 Lượt cảm ơn",Đã tham gia 3 năm,Đánh giá vào 9 tháng trướcĐã dùng 10 phút
https://tka.tiki.vn/pixel/pixel?data=jNH0BgeWFLJzV5qeqa0aVJGZavD0blvyX-j_LTZuydslHj-lohcdGQNBLKm1MlJt6eQ0u2A3chz8VU3sjXeDV0X4OJxZztBBz2CtbmnkpBkHEvDbRnpPUC0LeWMdfcsZWIeK-KHkoSHkRGQQGHGPNZvp2IKrWJuLE0qp2Ms5-rHzZT3bpTrYPH4OekbPDzCoMgT47Xq1Ib5ttL3m9L9afauVGZcsgsWUm4NkCzG8WNr0zobuPonVbYVuhL_0g5msnGmJWZTNDrPIbuJRp48J6GioTbny6SECrhG7-uJWn-7SukHjd6YS8YuLQZDTQMSo2rFsJmqMm0IWyjRjRiXPqXPcuJo_nFjbstPqK3ywo7Q6BNjgRAx2xN9hiJF8dVGByEsutba1ZeWtPKX7Pjzw9qqAumuGC-aRxjG8mRY8j2RmkfXGHXpN04X2NHVqzG3kSOVHCqac16HFTzTcVFGmjWazkAuryOmANlJfoS_tEsq9n0XQOQ00HpuzmjNOyMNoeSGAFH3gNXfhOyU0oLsyi590Qv7eKx8b2sqM4Y1L0Tq81L2aGrFHs5d69WSxGmnIXz01MEMjShiE2Ff1VVFzKLB3ci_HBp0Nz-9IVX0tKzABEg75htP7vd1avZ_QN91nObQz43OojoCkf1deKGpUl9pgoZosGN_dDoNR8ZGmKyJcjnmufersCD-1sVueaV3XBbsAeAmciKf3rET8QsSZorbK34K_NoaMwFmtVuQhPR3fnU0ntj2jYPyHbs6L0fugraad9z5WElxFjIpFsxIHwzOkFRnp6loIHnnGxi0ifHNUNBbKp75rtDqlTAVx-cU3-jF2uNnTAJaqdoe8xNt19N9yFqtxMcPaD5QQSB5-sGAkThfGM64-VR2kJX-VLpbq8VlUjR-82Ovh_eevnu2ITyUvUsjweQE8WjZmkksvFvGIHtuxoDi3ok4XfgyJe7HOKK3SBKTqnxnrYWELcH9ClV8uVtVMzpltx702nkzEiNM3H1pN42rMl79ajNEooCUfs5Ho9qUptXMj7nD9vhRRYBLNAr9y3lIxhl0noRCIaGZCfNaqsW5RG0_hEBx9MceaeiOfZeFSntU&reqid=ROnN44mwLsHWmVrz&type=CLICK&pos=1,Pham Thuy Linh,Giao hàng nhanh. Chính hãng. Dùng rất hợp với da thiên khô,"Đã viết
98 Đánh giá","Đã nhận
13 Lượt cảm ơn",Đã tham gia 11 năm,Đánh giá vào 1 năm trướcĐã dùng 3 ngày
https://tka.tiki.vn/pixel/pixel?data=jNH0BgeWFLJzV5qeqa0aVJGZavD0blvyX-j_LTZuydslHj-lohcdGQNBLKm1MlJt6eQ0u2A3chz8VU3sjXeDV0X4OJxZztBBz2CtbmnkpBkHEvDbRnpPUC0LeWMdfcsZWIeK-KHkoSHkRGQQGHGPNZvp2IKrWJuLE0qp2Ms5-rHzZT3bpTrYPH4OekbPDzCoMgT47Xq1Ib5ttL3m9L9afauVGZcsgsWUm4NkCzG8WNr0zobuPonVbYVuhL_0g5msnGmJWZTNDrPIbuJRp48J6GioTbny6SECrhG7-uJWn-7SukHjd6YS8YuLQZDTQMSo2rFsJmqMm0IWyjRjRiXPqXPcuJo_nFjbstPqK3ywo7Q6BNjgRAx2xN9hiJF8dVGByEsutba1ZeWtPKX7Pjzw9qqAumuGC-aRxjG8mRY8j2RmkfXGHXpN04X2NHVqzG3kSOVHCqac16HFTzTcVFGmjWazkAuryOmANlJfoS_tEsq9n0XQOQ00HpuzmjNOyMNoeSGAFH3gNXfhOyU0oLsyi590Qv7eKx8b2sqM4Y1L0Tq81L2aGrFHs5d69WSxGmnIXz01MEMjShiE2Ff1VVFzKLB3ci_HBp0Nz-9IVX0tKzABEg75htP7vd1avZ_QN91nObQz43OojoCkf1deKGpUl9pgoZosGN_dDoNR8ZGmKyJcjnmufersCD-1sVueaV3XBbsAeAmciKf3rET8QsSZorbK34K_NoaMwFmtVuQhPR3fnU0ntj2jYPyHbs6L0fugraad9z5WElxFjIpFsxIHwzOkFRnp6loIHnnGxi0ifHNUNBbKp75rtDqlTAVx-cU3-jF2uNnTAJaqdoe8xNt19N9yFqtxMcPaD5QQSB5-sGAkThfGM64-VR2kJX-VLpbq8VlUjR-82Ovh_eevnu2ITyUvUsjweQE8WjZmkksvFvGIHtuxoDi3ok4XfgyJe7HOKK3SBKTqnxnrYWELcH9ClV8uVtVMzpltx702nkzEiNM3H1pN42rMl79ajNEooCUfs5Ho9qUptXMj7nD9vhRRYBLNAr9y3lIxhl0noRCIaGZCfNaqsW5RG0_hEBx9MceaeiOfZeFSntU&reqid=ROnN44mwLsHWmVrz&type=CLICK&pos=1,Tài Khoản Zalo,,"Đã viết
3 Đánh giá","Đã nhận
0 Lượt cảm ơn",Đã tham gia 3 năm,Đánh giá vào 1 năm trướcĐã dùng 1 tháng
https://tka.tiki.vn/pixel/pixel?data=jNH0BgeWFLJzV5qeqa0aVJGZavD0blvyX-j_LTZuydslHj-lohcdGQNBLKm1MlJt6eQ0u2A3chz8VU3sjXeDV0X4OJxZztBBz2CtbmnkpBkHEvDbRnpPUC0LeWMdfcsZWIeK-KHkoSHkRGQQGHGPNZvp2IKrWJuLE0qp2Ms5-rHzZT3bpTrYPH4OekbPDzCoMgT47Xq1Ib5ttL3m9L9afauVGZcsgsWUm4NkCzG8WNr0zobuPonVbYVuhL_0g5msnGmJWZTNDrPIbuJRp48J6GioTbny6SECrhG7-uJWn-7SukHjd6YS8YuLQZDTQMSo2rFsJmqMm0IWyjRjRiXPqXPcuJo_nFjbstPqK3ywo7Q6BNjgRAx2xN9hiJF8dVGByEsutba1ZeWtPKX7Pjzw9qqAumuGC-aRxjG8mRY8j2RmkfXGHXpN04X2NHVqzG3kSOVHCqac16HFTzTcVFGmjWazkAuryOmANlJfoS_tEsq9n0XQOQ00HpuzmjNOyMNoeSGAFH3gNXfhOyU0oLsyi590Qv7eKx8b2sqM4Y1L0Tq81L2aGrFHs5d69WSxGmnIXz01MEMjShiE2Ff1VVFzKLB3ci_HBp0Nz-9IVX0tKzABEg75htP7vd1avZ_QN91nObQz43OojoCkf1deKGpUl9pgoZosGN_dDoNR8ZGmKyJcjnmufersCD-1sVueaV3XBbsAeAmciKf3rET8QsSZorbK34K_NoaMwFmtVuQhPR3fnU0ntj2jYPyHbs6L0fugraad9z5WElxFjIpFsxIHwzOkFRnp6loIHnnGxi0ifHNUNBbKp75rtDqlTAVx-cU3-jF2uNnTAJaqdoe8xNt19N9yFqtxMcPaD5QQSB5-sGAkThfGM64-VR2kJX-VLpbq8VlUjR-82Ovh_eevnu2ITyUvUsjweQE8WjZmkksvFvGIHtuxoDi3ok4XfgyJe7HOKK3SBKTqnxnrYWELcH9ClV8uVtVMzpltx702nkzEiNM3H1pN42rMl79ajNEooCUfs5Ho9qUptXMj7nD9vhRRYBLNAr9y3lIxhl0noRCIaGZCfNaqsW5RG0_hEBx9MceaeiOfZeFSntU&reqid=ROnN44mwLsHWmVrz&type=CLICK&pos=1,Phaphakute,ok,"Đã viết
7 Đánh giá","Đã nhận
0 Lượt cảm ơn",Đã tham gia 5 năm,Đánh giá vào 1 năm trướcĐã dùng 2 ngày
https://tka.tiki.vn/pixel/pixel?data=jNH0BgeWFLJzV5qeqa0aVJGZavD0blvyX-j_LTZuydslHj-lohcdGQNBLKm1MlJt6eQ0u2A3chz8VU3sjXeDV0X4OJxZztBBz2CtbmnkpBkHEvDbRnpPUC0LeWMdfcsZWIeK-KHkoSHkRGQQGHGPNZvp2IKrWJuLE0qp2Ms5-rHzZT3bpTrYPH4OekbPDzCoMgT47Xq1Ib5ttL3m9L9afauVGZcsgsWUm4NkCzG8WNr0zobuPonVbYVuhL_0g5msnGmJWZTNDrPIbuJRp48J6GioTbny6SECrhG7-uJWn-7SukHjd6YS8YuLQZDTQMSo2rFsJmqMm0IWyjRjRiXPqXPcuJo_nFjbstPqK3ywo7Q6BNjgRAx2xN9hiJF8dVGByEsutba1ZeWtPKX7Pjzw9qqAumuGC-aRxjG8mRY8j2RmkfXGHXpN04X2NHVqzG3kSOVHCqac16HFTzTcVFGmjWazkAuryOmANlJfoS_tEsq9n0XQOQ00HpuzmjNOyMNoeSGAFH3gNXfhOyU0oLsyi590Qv7eKx8b2sqM4Y1L0Tq81L2aGrFHs5d69WSxGmnIXz01MEMjShiE2Ff1VVFzKLB3ci_HBp0Nz-9IVX0tKzABEg75htP7vd1avZ_QN91nObQz43OojoCkf1deKGpUl9pgoZosGN_dDoNR8ZGmKyJcjnmufersCD-1sVueaV3XBbsAeAmciKf3rET8QsSZorbK34K_NoaMwFmtVuQhPR3fnU0ntj2jYPyHbs6L0fugraad9z5WElxFjIpFsxIHwzOkFRnp6loIHnnGxi0ifHNUNBbKp75rtDqlTAVx-cU3-jF2uNnTAJaqdoe8xNt19N9yFqtxMcPaD5QQSB5-sGAkThfGM64-VR2kJX-VLpbq8VlUjR-82Ovh_eevnu2ITyUvUsjweQE8WjZmkksvFvGIHtuxoDi3ok4XfgyJe7HOKK3SBKTqnxnrYWELcH9ClV8uVtVMzpltx702nkzEiNM3H1pN42rMl79ajNEooCUfs5Ho9qUptXMj7nD9vhRRYBLNAr9y3lIxhl0noRCIaGZCfNaqsW5RG0_hEBx9MceaeiOfZeFSntU&reqid=ROnN44mwLsHWmVrz&type=CLICK&pos=1,Huỳnh Ngọc Chí Tâm,,"Đã viết
347 Đánh giá","Đã nhận
11 Lượt cảm ơn",Đã tham gia 5 năm,Đánh giá vào 21 ngày trướcĐã dùng 5 giờ
https://tka.tiki.vn/pixel/pixel?data=ypP73v9wrK46OrIn4OVemOmlbc9540ESanqxlB8CuaZYZlX6UG-kiSHK9I9aTaP7jRsCyUWGsbD5ISA_Vkir5yhmd77c6iluAgUneDBwi3l73GeP9c1fL-4B9qWTqfdGVO1BWYIIED0Hk7pJRFv54jNOxieKjRFEivs35PF2ID4eQ8I4RQ3UA7pvXwsQjzOKPvDTCTiILZFdU6Iexkipfabr2tIMRSP1BGqa9Lg71t5xzaucoQm17O0tcOZ9fuNOU95WvGEvnfeQD7ZrzyCD66iPfhwXxpiVfSF2EkZqRvz9lN-EjIMZXUx86OdxzjT0wqoxfcRe_vB8GCbCSXX9nfDn1MXPo6lte-aH_X7u9zX4FO-TPqol8-m1V3A-cYYuJ42DsVXc5SjPFyQzhjeEZr0EeTljBSdilref6VnWQoRaMY1Jp_twQgb3flJWm7vMpA8HEkZiEHrBInJKQfz5YHSloImXjaL7DiuIrNEhby2aZXSAfhmcr1r7v84lTYVBEZm7BaN8-A_Ak1KxlPmEOcedv8E_UbunjlPzlklzA8Nl0-WYarJEQMa65C_1jxPVdEUU4jUJ6UAk037pik4PiF34E1oNibjqha4j1Spm1Htj0P5ANlPpLVQLO6TKVY7eU2gKj4qTeSmCz0zppHoweDXngybrheKNGYhu1ErpHXvSDUIywu5cAVVfKg0QVvpwzABJH35-0oa4jHHioxIUJpHTwvBznLiwo8x_8-um5RDWaZug3W8A-TfyRenWC44UxhxV6HxTUuFW0JcApTQcVPgKgkJUXlJNfLDbvMQe0UeBomlbCVZu22yTy-hFtYx63yM_dBDi_VuSGYUN8v_jOUKbkNF9rqdXIPD99lJTik4dPTj_nI3NJRcGfN8GUMgqBMya3gL4Vw56lSMvFIcHpjao5ORTqGi94-lVASRQuM5Rx93sudvT6p9ej6OWl8QE_DUbm9ePlPCHEgHbdO4_PU6detBFI5yrUDnThHYFfWSq7qRsollkv8q6gEtyRKwSqniZa1tMkrGGjf_F4WDrC9tU8zweXZYxf2ymvDJMEL8MYwNgrau6YCReDO1TbDrb8i0k2Wl1nzzWvvKt&reqid=ROnN44mwLsHWmVrz&type=CLICK&pos=2,Trần Bình Lâm,,"Đã viết
23 Đánh giá","Đã nhận
0 Lượt cảm ơn",Đã tham gia 5 năm,Đánh giá vào 1 tháng trướcĐã dùng 1 tháng
